947	4
948	4
949	3
950	4
951	3
952	1
953	1
954	2
955	3
956	3
957	4
958	4
959	1
960	4
961	1
962	3
963	1
964	2
965	3
966	1
967	4
968	3
969	2
970	3
971	1
972	2
973	2
974	3
975	1
976	1
977	4
978	4
979	3
980	2
981	1
982	3
983	2
984	4
985	4
986	2
987	1
988	1
989	2
990	2
991	3
992	3
993	3
994	4
995	1
996	3
997	1
998	3
999	3
1000	2
